artist,title,year,gender,birth_year,casing,is_uniform
DJ Khaled,No Brainer,2018,male,1975.0,mixed,mixed
Juice WRLD,Wasted,2018,male,1998.0,mixed,mixed
David Guetta,Say My Name,2018,male,1967.0,mixed,mixed
Maluma,Corazón,2018,male,1994.0,mixed,mixed
Metro Boomin,10 Freaky Girls,2018,male,1993.0,mixed,mixed
Childish Gambino,This Is America,2018,female,1983.0,mixed,mixed
Jay Rock,King's Dead,2018,male,1985.0,mixed,mixed
XXXTENTACION,Arms Around You,2018,male,1998.0,mixed,mixed
Post Malone,Stay,2018,male,1995.0,mixed,mixed
Paulo Londra,Nena Maldición,2018,male,1998.0,mixed,mixed
Alan Walker,Darkside,2018,male,1997.0,mixed,mixed
Lil Baby,Pure Cocaine,2018,male,1994.0,mixed,mixed
Becky G,Cuando Te Besé,2018,female,1997.0,mixed,mixed
J Balvin,No Es Justo,2018,male,1985.0,mixed,mixed
Cardi B,Money,2018,female,1992.0,mixed,mixed
King Princess,1950,2018,female,1998.0,mixed,mixed
Summer Walker,Girls Need Love,2018,female,1996.0,mixed,mixed
Zara Larsson,Ruin My Life,2018,female,1997.0,mixed,mixed
Kygo,Born To Be Yours,2018,male,1991.0,mixed,mixed
Travis Scott,CAN'T SAY,2018,male,1991.0,upper,uniform
Ski Mask The Slump God,Faucet Failure,2018,male,1996.0,mixed,mixed
Morgan Wallen,Chasin' You,2018,male,1993.0,mixed,mixed
Trippie Redd,Taking A Walk,2018,male,1999.0,mixed,mixed
Ozuna,Solita,2018,male,1992.0,mixed,mixed
Ed Maverick,Fuentes de Ortiz,2018,male,2001.0,mixed,mixed
Julia Michaels,Heaven,2018,female,1993.0,mixed,mixed
Martin Garrix,Ocean,2018,male,1996.0,mixed,mixed
21 Savage,ball w/o you,2018,male,1992.0,lower,uniform
Cosculluela,Madura,2018,male,1980.0,mixed,mixed
Rita Ora,Let You Love Me,2018,female,1990.0,mixed,mixed
Aminé,REEL IT IN,2018,male,1994.0,upper,uniform
Sebastian Yatra,No Hay Nadie Más,2018,male,1994.0,mixed,mixed
Lauren Daigle,You Say,2018,female,1991.0,mixed,mixed
Kali Uchis,After The Storm,2018,female,1994.0,mixed,mixed
Zedd,Happy Now,2018,male,1989.0,mixed,mixed
Kanye West,Violent Crimes,2018,female,1977.0,mixed,mixed
Trippie Redd,1400 / 999 Freestyle,2018,male,1999.0,mixed,mixed
Kygo,Happy Now,2018,male,1991.0,mixed,mixed
Armin van Buuren,Blah Blah Blah,2018,male,1976.0,mixed,mixed
Alec Benjamin,Water Fountain,2018,male,1994.0,mixed,mixed
Justin Timberlake,Say Something,2018,male,1981.0,mixed,mixed
Juice WRLD,Black & White,2018,male,1998.0,mixed,mixed
XXXTENTACION,NUMB,2018,male,1998.0,upper,uniform
XXXTENTACION,BAD!,2018,male,1998.0,upper,uniform
Luke Combs,She Got the Best of Me,2018,male,1990.0,mixed,mixed
Calboy,Envy Me,2018,male,1999.0,mixed,mixed
Drake,Don’t Matter To Me,2018,male,1986.0,mixed,mixed
Famous Dex,JAPAN,2018,male,1993.0,upper,uniform
Bad Bunny,Otra Noche en Miami,2018,male,1994.0,mixed,mixed
Ella Mai,Trip,2018,female,1994.0,mixed,mixed
Kanye West,All Mine,2018,female,1977.0,mixed,mixed
Jeremy Zucker,all the kids are depressed,2018,male,1996.0,lower,uniform
benny blanco,Roses,2018,male,1988.0,mixed,mixed
Hailee Steinfeld,Capital Letters,2018,female,1996.0,mixed,mixed
Bad Bunny,Solo de Mi,2018,male,1994.0,mixed,mixed
David Guetta,Like I Do,2018,male,1967.0,mixed,mixed
Brent Faiyaz,Trust,2018,male,1995.0,mixed,mixed
Vegedream,Ramenez la coupe à la maison,2018,male,1992.0,mixed,mixed
Kanye West,Ghost Town,2018,female,1977.0,mixed,mixed
Juice WRLD,Hide,2018,male,1998.0,mixed,mixed
Bad Bunny,NI BIEN NI MAL,2018,male,1994.0,upper,uniform
Christian Nodal,No Te Contaron Mal,2018,male,1999.0,mixed,mixed
Jess Glynne,I'll Be There,2018,female,1989.0,mixed,mixed
Two Feet,I Feel Like I'm Drowning,2018,male,1993.0,mixed,mixed
girl in red,i wanna be your girlfriend,2018,female,1999.0,lower,uniform
Travis Scott,5% TINT,2018,male,1991.0,upper,uniform
KAROL G,Créeme,2018,female,1991.0,mixed,mixed
Jason Aldean,You Make It Easy,2018,male,1977.0,mixed,mixed
Liam Payne,For You,2018,male,1993.0,mixed,mixed
Ski Mask The Slump God,Nuketown,2018,male,1996.0,mixed,mixed
French Montana,No Stylist,2018,male,1984.0,mixed,mixed
Aya Nakamura,Djadja,2018,female,1995.0,mixed,mixed
Kali Uchis,Dead To Me,2018,female,1994.0,mixed,mixed
Bad Bunny,Estamos Bien,2018,male,1994.0,mixed,mixed
FINNEAS,Let's Fall in Love for the Night,2018,male,1997.0,mixed,mixed
Drake,I'm Upset,2018,male,1986.0,mixed,mixed
Post Malone,Ball For Me,2018,male,1995.0,mixed,mixed
Sebastian Yatra,Ya No Tiene Novio,2018,male,1994.0,mixed,mixed
Daddy Yankee,Adictiva,2018,male,1977.0,mixed,mixed
Martin Garrix,High On Life,2018,male,1996.0,mixed,mixed
Ariana Grande,imagine,2018,female,1993.0,lower,uniform
Lil Baby,Close Friends,2018,male,1994.0,mixed,mixed
6LACK,Pretty Little Fears,2018,male,1992.0,mixed,mixed
Post Malone,Paranoid,2018,male,1995.0,mixed,mixed
Jonas Blue,Polaroid,2018,male,1989.0,mixed,mixed
Alessia Cara,Out Of Love,2018,female,1996.0,mixed,mixed
Eminem,Killshot,2018,male,1972.0,mixed,mixed
Marshmello,Spotlight,2018,female,1992.0,mixed,mixed
Ski Mask The Slump God,Take A Step Back,2018,male,1996.0,mixed,mixed
Luis Fonsi,Imposible,2018,male,1978.0,mixed,mixed
Shakira,Clandestino,2018,female,1977.0,mixed,mixed
Post Malone,Rich & Sad,2018,male,1995.0,mixed,mixed
Sean Paul,Mad Love,2018,male,1973.0,mixed,mixed
KAROL G,Culpables,2018,female,1991.0,mixed,mixed
Bad Bunny,La Romana,2018,male,1994.0,mixed,mixed
Lil Baby,Life Goes On,2018,male,1994.0,mixed,mixed
Alec Benjamin,If We Have Each Other,2018,male,1994.0,mixed,mixed
Becky G,Bubalu,2018,female,1997.0,mixed,mixed
Roddy Ricch,Down Below,2018,male,1998.0,mixed,mixed
J. Cole,Kevin’s Heart,2018,male,1985.0,mixed,mixed
Ozuna,El Farsante,2018,male,1992.0,mixed,mixed
Nicki Minaj,Chun-Li,2018,female,1982.0,mixed,mixed
Blueface,Thotiana,2018,male,1997.0,mixed,mixed
Ellie Goulding,Love Me Like You Do,2018,female,1986.0,mixed,mixed
Drake,Mob Ties,2018,male,1986.0,mixed,mixed
Ariana Grande,needy,2018,female,1993.0,lower,uniform
Mitski,Nobody,2018,female,1990.0,mixed,mixed
KHEA,Loca,2018,male,2000.0,mixed,mixed
Shawn Mendes,Fallin' All In You,2018,male,1998.0,mixed,mixed
XXXTENTACION,whoa,2018,male,1998.0,lower,uniform
Sebastian Yatra,Por Perro,2018,male,1994.0,mixed,mixed
J. Cole,KOD,2018,male,1985.0,upper,uniform
KEVIN ROLDAN,PPP,2018,male,1994.0,upper,uniform
Alina Baraz,Electric,2018,female,1993.0,mixed,mixed
J Balvin,Reggaeton,2018,male,1985.0,mixed,mixed
Aya Nakamura,Copines,2018,female,1995.0,mixed,mixed
Travis Scott,NO BYSTANDERS,2018,male,1991.0,upper,uniform
Lady Gaga,I'll Never Love Again,2018,female,1986.0,mixed,mixed
Lauv,There's No Way,2018,male,1994.0,mixed,mixed
Shawn Mendes,Youth,2018,male,1998.0,mixed,mixed
Maluma,Mala Mía,2018,male,1994.0,mixed,mixed
Tyga,SWISH,2018,female,1989.0,upper,uniform
Daddy Yankee,Dura,2018,male,1977.0,mixed,mixed
The Weeknd,Try Me,2018,male,1990.0,mixed,mixed
Lil Baby,Never Recover,2018,male,1994.0,mixed,mixed
Post Malone,92 Explorer,2018,male,1995.0,mixed,mixed
Paulo Londra,Chica Paranormal,2018,male,1998.0,mixed,mixed
Brytiago,Asesina,2018,male,1992.0,mixed,mixed
Doja Cat,Candy,2018,female,1995.0,mixed,mixed
Wiz Khalifa,Hopeless Romantic,2018,male,1987.0,mixed,mixed
Robin Schulz,Speechless,2018,male,1987.0,mixed,mixed
Nicky Jam,X,2018,male,1981.0,upper,uniform
Pink Sweat$,Honesty,2018,male,1992.0,mixed,mixed
Leon Bridges,Beyond,2018,male,1989.0,mixed,mixed
Post Malone,Spoil My Night,2018,male,1995.0,mixed,mixed
Post Malone,Over Now,2018,male,1995.0,mixed,mixed
Cardi B,Be Careful,2018,female,1992.0,mixed,mixed
Travis Scott,WAKE UP,2018,male,1991.0,upper,uniform
Noah Kahan,Hurt Somebody,2018,male,1997.0,mixed,mixed
Alesso,REMEDY,2018,male,1991.0,upper,uniform
Trippie Redd,Topanga,2018,male,1999.0,mixed,mixed
Morgan Wallen,Up Down,2018,male,1993.0,mixed,mixed
George Ezra,Paradise,2018,male,1993.0,mixed,mixed
The Weeknd,Wasted Times,2018,male,1990.0,mixed,mixed
Alan Walker,Ignite,2018,male,1997.0,mixed,mixed
YoungBoy Never Broke Again,Outside Today,2018,male,1999.0,mixed,mixed
Travis Scott,ASTROTHUNDER,2018,male,1991.0,upper,uniform
Manuel Turizo,Culpables,2018,male,2000.0,mixed,mixed
Maluma,El Préstamo,2018,male,1994.0,mixed,mixed
Eminem,The Ringer,2018,male,1972.0,mixed,mixed
George Ezra,Hold My Girl,2018,male,1993.0,mixed,mixed
Mac Miller,Small Worlds,2018,male,1992.0,mixed,mixed
Demi Lovato,Sober,2018,female,1992.0,mixed,mixed
Rich The Kid,New Freezer,2018,male,1992.0,mixed,mixed
Metro Boomin,Overdue,2018,male,1993.0,mixed,mixed
Sasha Alex Sloan,Older,2018,female,1995.0,mixed,mixed
Playboi Carti,Fell In Luv,2018,male,1995.0,mixed,mixed
Summer Walker,Girls Need Love,2018,female,1996.0,mixed,mixed
Billie Eilish,come out and play,2018,female,2001.0,lower,uniform
Ariana Grande,NASA,2018,female,1993.0,upper,uniform
Vance Joy,Saturday Sun,2018,male,1987.0,mixed,mixed
Arizona Zervas,FML,2018,male,1995.0,upper,uniform
Childish Gambino,Feels Like Summer,2018,female,1983.0,mixed,mixed
Enrique Iglesias,EL BAÑO,2018,male,1975.0,upper,uniform
XXXTENTACION,infinity,2018,male,1998.0,lower,uniform
Lewis Capaldi,Grace,2018,male,1996.0,mixed,mixed
Troye Sivan,My My My!,2018,male,1995.0,mixed,mixed
Ariana Grande,everytime,2018,female,1993.0,lower,uniform
Nicki Minaj,Bed,2018,female,1982.0,mixed,mixed
Morgan Wallen,The Way I Talk,2018,male,1993.0,mixed,mixed
The Weeknd,Hurt You,2018,male,1990.0,mixed,mixed
Kodak Black,Calling My Spirit,2018,male,1997.0,mixed,mixed
Mitski,Me and My Husband,2018,female,1990.0,mixed,mixed
James Arthur,Empty Space,2018,female,1988.0,mixed,mixed
Mac Miller,Come Back to Earth,2018,male,1992.0,mixed,mixed
Ariana Grande,bloodline,2018,female,1993.0,lower,uniform
Drake,Finesse,2018,male,1986.0,mixed,mixed
Roddy Ricch,Die Young,2018,male,1998.0,mixed,mixed
girl in red,girls,2018,female,1999.0,lower,uniform
Dominic Fike,Babydoll,2018,male,1995.0,mixed,mixed
Trinidad Cardona,Dinero,2018,male,1999.0,mixed,mixed
Juice WRLD,Rich And Blind,2018,male,1998.0,mixed,mixed
Brytiago,Asesina,2018,male,1992.0,mixed,mixed
Mac Miller,Ladders,2018,male,1992.0,mixed,mixed
David Guetta,Don't Leave Me Alone,2018,male,1967.0,mixed,mixed
Playboi Carti,R.I.P.,2018,male,1995.0,upper,uniform
Lil Yachty,Yacht Club,2018,male,1997.0,mixed,mixed
Troye Sivan,Dance To This,2018,male,1995.0,mixed,mixed
Juice WRLD,Hurt Me,2018,male,1998.0,mixed,mixed
Liam Payne,Familiar,2018,male,1993.0,mixed,mixed
Bad Bunny,Caro,2018,male,1994.0,mixed,mixed
Lil Mosey,Kamikaze,2018,male,2002.0,mixed,mixed
Jason Derulo,Goodbye,2018,male,1989.0,mixed,mixed
Steve Aoki,Waste It On Me,2018,female,1977.0,mixed,mixed
Charlie Puth,Done for Me,2018,male,1991.0,mixed,mixed
Cavetown,Boys Will Be Bugs,2018,male,1998.0,mixed,mixed
Juice WRLD,Candles,2018,male,1998.0,mixed,mixed
Tyga,Dip,2018,female,1989.0,mixed,mixed
ROSALÍA,MALAMENTE,2018,female,1992.0,upper,uniform
Leslie Grace,Duro y Suave,2018,female,1995.0,mixed,mixed
Lil Wayne,Uproar,2018,male,1982.0,mixed,mixed
Lil Uzi Vert,New Patek,2018,female,1995.0,mixed,mixed
Ski Mask The Slump God,Unbothered,2018,male,1996.0,mixed,mixed
03 Greedo,Substance,2018,male,1987.0,mixed,mixed
Ski Mask The Slump God,Catch Me Outside,2018,male,1996.0,mixed,mixed
Gryffin,Tie Me Down,2018,male,1987.0,mixed,mixed
Joji,CAN'T GET OVER YOU,2018,male,1992.0,upper,uniform
Ariana Grande,bad idea,2018,female,1993.0,lower,uniform
Travis Scott,SKELETONS,2018,male,1991.0,upper,uniform
"Tyler, The Creator",Potato Salad,2018,male,1991.0,mixed,mixed
FINNEAS,Break My Heart Again,2018,male,1997.0,mixed,mixed
Post Malone,Same Bitches,2018,male,1995.0,mixed,mixed
Juice WRLD,Used To,2018,male,1998.0,mixed,mixed
David Bisbal,A Partir De Hoy,2018,male,1979.0,mixed,mixed
A Boogie Wit da Hoodie,Startender,2018,male,1995.0,mixed,mixed
Alan Walker,Diamond Heart,2018,male,1997.0,mixed,mixed
Manuel Turizo,Sola,2018,male,2000.0,mixed,mixed
Juice WRLD,Scared Of Love,2018,male,1998.0,mixed,mixed
Ski Mask The Slump God,Foot Fungus,2018,male,1996.0,mixed,mixed
Madison Beer,Home with You,2018,female,1999.0,mixed,mixed
Lil Wayne,Scared of the Dark,2018,male,1982.0,mixed,mixed
Khalid,Suncity,2018,male,1998.0,mixed,mixed
Lil Pump,Esskeetit,2018,male,2000.0,mixed,mixed
Eminem,Fall,2018,male,1972.0,mixed,mixed
Lil Tjay,Brothers,2018,male,2001.0,mixed,mixed
Lil Wayne,Mona Lisa,2018,male,1982.0,mixed,mixed
Ariana Grande,in my head,2018,female,1993.0,lower,uniform
Yung Gravy,Mr. Clean,2018,male,1996.0,mixed,mixed
Juice WRLD,I'll Be Fine,2018,male,1998.0,mixed,mixed
Metro Boomin,No Complaints,2018,male,1993.0,mixed,mixed
21 Savage,can't leave without it,2018,male,1992.0,lower,uniform
Sia,Santa's Coming for Us,2018,female,1975.0,mixed,mixed
Madison Beer,Hurts Like Hell,2018,female,1999.0,mixed,mixed
Playboi Carti,Long Time,2018,male,1995.0,mixed,mixed
Post Malone,Zack And Codeine,2018,male,1995.0,mixed,mixed
Lil Skies,Creeping,2018,male,1998.0,mixed,mixed
A Boogie Wit da Hoodie,Demons and Angels,2018,male,1995.0,mixed,mixed
Bryant Myers,Triste,2018,male,1998.0,mixed,mixed
Clairo,4EVER,2018,female,1998.0,upper,uniform
Jacquees,B.E.D.,2018,male,1994.0,upper,uniform
Freddie Dredd,GTG,2018,female,1997.0,upper,uniform
Ariana Grande,ghostin,2018,female,1993.0,lower,uniform
Au/Ra,Panic Room,2018,female,2002.0,mixed,mixed
Calum Scott,You Are The Reason,2018,male,1988.0,mixed,mixed
Travis Scott,STOP TRYING TO BE GOD,2018,male,1991.0,upper,uniform
Wolfine,Bella,2018,female,1978.0,mixed,mixed
Travis Scott,HOUSTONFORNICATION,2018,male,1991.0,upper,uniform
Guaynaa,Rebota,2018,male,1992.0,mixed,mixed
Comethazine,Walk,2018,male,1998.0,mixed,mixed
Luis Fonsi,Calypso,2018,male,1978.0,mixed,mixed
Cardi B,Thru Your Phone,2018,female,1992.0,mixed,mixed
Cardi B,Ring,2018,female,1992.0,mixed,mixed
Summer Walker,Deep,2018,female,1996.0,mixed,mixed
Daniel Caesar,Who Hurt You?,2018,male,1995.0,mixed,mixed
Post Malone,Takin' Shots,2018,male,1995.0,mixed,mixed
Lele Pons,Celoso,2018,female,1996.0,mixed,mixed
Mac Miller,Hurt Feelings,2018,male,1992.0,mixed,mixed
Rels B,Buenos Genes,2018,male,1993.0,mixed,mixed
Ariana Grande,goodnight n go,2018,female,1993.0,lower,uniform
Charli XCX,1999,2018,female,1992.0,mixed,mixed
Childish Gambino,Summertime Magic,2018,female,1983.0,mixed,mixed
Joji,TEST DRIVE,2018,male,1992.0,upper,uniform
Bad Bunny,Dime Si Te Acuerdas,2018,male,1994.0,mixed,mixed
Bhad Bhabie,Gucci Flip Flops,2018,female,2003.0,mixed,mixed
Ciara,Level Up,2018,female,1985.0,mixed,mixed
R3HAB,Lullaby,2018,female,1986.0,mixed,mixed
Prince Royce,El Clavo,2018,male,1989.0,mixed,mixed
Sigala,Just Got Paid,2018,male,1992.0,mixed,mixed
Post Malone,Otherside,2018,male,1995.0,mixed,mixed
Mac Miller,What's the Use?,2018,male,1992.0,mixed,mixed
Summer Walker,Session 32,2018,female,1996.0,mixed,mixed
Rodney Atkins,Caught Up In The Country,2018,male,1969.0,mixed,mixed
Iggy Azalea,Kream,2018,female,1990.0,mixed,mixed
Sebastian Yatra,Vuelve,2018,male,1994.0,mixed,mixed
King Von,Crazy Story,2018,female,1994.0,mixed,mixed
Juice WRLD,I'm Still,2018,male,1998.0,mixed,mixed
Jorja Smith,Blue Lights,2018,female,1997.0,mixed,mixed
Mitchell Tenpenny,Drunk Me,2018,female,1989.0,mixed,mixed
Eminem,Not Alike,2018,male,1972.0,mixed,mixed
XXXTENTACION,before I close my eyes,2018,male,1998.0,mixed,mixed
Saweetie,ICY GRL,2018,female,1993.0,upper,uniform
Rvssian,Ponle,2018,female,1992.0,mixed,mixed
Sigala,Lullaby,2018,male,1992.0,mixed,mixed
Sabrina Carpenter,Sue Me,2018,female,1999.0,mixed,mixed
Camila Cabello,She Loves Control,2018,female,1997.0,mixed,mixed
Camila Cabello,Consequences,2018,female,1997.0,mixed,mixed
Ariana Grande,fake smile,2018,female,1993.0,lower,uniform
Kanye West,Yikes,2018,female,1977.0,mixed,mixed
Lil Baby,Ready,2018,male,1994.0,mixed,mixed
Ariana Grande,sweetener,2018,female,1993.0,lower,uniform
Post Malone,Sugar Wraith,2018,male,1995.0,mixed,mixed
KAROL G,Mi Cama,2018,female,1991.0,mixed,mixed
Joyner Lucas,I Love,2018,male,1988.0,mixed,mixed
Marc Anthony,Está Rico,2018,male,1968.0,mixed,mixed
Metro Boomin,Don't Come Out The House,2018,male,1993.0,mixed,mixed
Queen Naija,Medicine,2018,female,1995.0,mixed,mixed
Tiësto,BOOM,2018,male,1969.0,upper,uniform
Drake,Can’t Take A Joke,2018,male,1986.0,mixed,mixed
Cardi B,I Do,2018,female,1992.0,mixed,mixed
Marwa Loud,Bad boy,2018,female,1996.0,mixed,mixed
Travis Scott,R.I.P. SCREW,2018,male,1991.0,upper,uniform
Kacey Musgraves,Rainbow,2018,female,1988.0,mixed,mixed
Kenny Chesney,Get Along,2018,male,1968.0,mixed,mixed
Key Glock,Gang Shit No Lame Shit,2018,male,1997.0,mixed,mixed
Steve Aoki,Azukita,2018,female,1977.0,mixed,mixed
Lady Gaga,I'll Never Love,2018,female,1986.0,mixed,mixed
Roddy Ricch,Every Season,2018,male,1998.0,mixed,mixed
Denzel Curry,CLOUT COBAIN | CLOUT CO13A1N,2018,male,1995.0,upper,uniform
Teyana Taylor,Gonna Love Me,2018,female,1990.0,mixed,mixed
Post Malone,Blame It On Me,2018,male,1995.0,mixed,mixed
Oliver Tree,Hurt,2018,male,1993.0,mixed,mixed
Burna Boy,Ye,2018,male,1991.0,mixed,mixed
Bad Bunny,¿Cual Es Tu Plan?,2018,male,1994.0,mixed,mixed
J Balvin,Machika,2018,male,1985.0,mixed,mixed
G-Eazy,1942,2018,male,1989.0,mixed,mixed
Travis Scott,Watch,2018,male,1991.0,mixed,mixed
KAROL G,Mi Cama,2018,female,1991.0,mixed,mixed
Chris Lane,I Don't Know About You,2018,female,1984.0,mixed,mixed
Travis Scott,COFFEE BEAN,2018,male,1991.0,upper,uniform
Kendrick Lamar,Big Shot,2018,male,1987.0,mixed,mixed
Travis Scott,CAROUSEL,2018,male,1991.0,upper,uniform
Novo Amor,State Lines,2018,male,1991.0,mixed,mixed
Eminem,Kamikaze,2018,male,1972.0,mixed,mixed
J Balvin,Ambiente,2018,male,1985.0,mixed,mixed
Eminem,Greatest,2018,male,1972.0,mixed,mixed
J. Cole,ATM,2018,male,1985.0,upper,uniform
Chris Jedi,Bipolar,2018,female,1989.0,mixed,mixed
benny blanco,I Found You,2018,male,1988.0,mixed,mixed
KAROL G,Pineapple,2018,female,1991.0,mixed,mixed
Drake,Emotionless,2018,male,1986.0,mixed,mixed
Poo Bear,Hard 2 Face Reality,2018,male,2004.0,mixed,mixed
Amenazzy,Baby,2018,male,1995.0,mixed,mixed
Rita Ora,Girls,2018,female,1990.0,mixed,mixed
Ali Gatie,Moonlight,2018,male,1997.0,mixed,mixed
Ed Maverick,Acurrucar,2018,male,2001.0,mixed,mixed
Jacquees,You,2018,male,1994.0,mixed,mixed
Young Thug,Chanel,2018,male,1991.0,mixed,mixed
YoungBoy Never Broke Again,Slime Belief,2018,male,1999.0,mixed,mixed
Key Glock,Russian Cream,2018,male,1997.0,mixed,mixed
Alec Benjamin,Boy In The Bubble,2018,male,1994.0,mixed,mixed
Lykke Li,sex money feelings die,2018,female,1986.0,lower,uniform
Hozier,Shrike,2018,female,1990.0,mixed,mixed
Alec Benjamin,If I Killed Someone For You,2018,male,1994.0,mixed,mixed
Lauren Daigle,Rescue,2018,female,1991.0,mixed,mixed
XXXTENTACION,Floor 555,2018,male,1998.0,mixed,mixed
Chris Lane,Take Back Home Girl,2018,female,1984.0,mixed,mixed
Juice WRLD,End Of The Road,2018,male,1998.0,mixed,mixed
Yung Gravy,1 Thot 2 Thot Red Thot Blue Thot,2018,male,1996.0,mixed,mixed
Bad Bunny,200 Mph,2018,male,1994.0,mixed,mixed
Lil Yachty,NBAYOUNGBOAT,2018,male,1997.0,upper,uniform
Aya Nakamura,Pookie,2018,female,1995.0,mixed,mixed
Clairo,Hello?,2018,female,1998.0,mixed,mixed
Ansel Elgort,Supernova,2018,male,1994.0,mixed,mixed
Shawn Mendes,Nervous,2018,male,1998.0,mixed,mixed
XXXTENTACION,going down!,2018,male,1998.0,lower,uniform
Conan Gray,Crush Culture,2018,male,1998.0,mixed,mixed
Tory Lanez,Freaky,2018,female,1992.0,mixed,mixed
21 Savage,monster,2018,male,1992.0,lower,uniform
Cardi B,Drip,2018,female,1992.0,mixed,mixed
Devin Dawson,All On Me,2018,male,1989.0,mixed,mixed
Ariana Grande,R.E.M,2018,female,1993.0,upper,uniform
The Weeknd,Privilege,2018,male,1990.0,mixed,mixed
Mac Miller,2009,2018,male,1992.0,mixed,mixed
Jess Glynne,All I Am,2018,female,1989.0,mixed,mixed
Rels B,Lejos de Tí,2018,male,1993.0,mixed,mixed
Cordae,Kung Fu,2018,male,1997.0,mixed,mixed
Nipsey Hussle,Grinding All My Life,2018,male,1985.0,mixed,mixed
JID,151 Rum,2018,male,1990.0,mixed,mixed
girl in red,summer depression,2018,female,1999.0,lower,uniform
Playboi Carti,FlatBed Freestyle,2018,male,1995.0,mixed,mixed
Trippie Redd,Shake It Up,2018,male,1999.0,mixed,mixed
Drake,Jaded,2018,male,1986.0,mixed,mixed
Anne-Marie,Perfect to Me,2018,female,1991.0,mixed,mixed
Lennon Stella,La Di Da,2018,female,1999.0,mixed,mixed
Raymix,Oye Mujer,2018,male,1991.0,mixed,mixed
Matt Maeson,Hallucinogenics,2018,male,1993.0,mixed,mixed
Ella Mai,Naked,2018,female,1994.0,mixed,mixed
Conan Gray,Lookalike,2018,male,1998.0,mixed,mixed
Jeremy Zucker,better off,2018,male,1996.0,lower,uniform
XXXTENTACION,"ALONE, PART 3",2018,male,1998.0,upper,uniform
Carlos Rivera,Te Esperaba,2018,male,1986.0,mixed,mixed
XXXTENTACION,I don’t even speak spanish lol,2018,male,1998.0,mixed,mixed
Shawn Mendes,Where Were You In The Morning?,2018,male,1998.0,mixed,mixed
Travis Scott,WHO? WHAT!,2018,male,1991.0,upper,uniform
Playboi Carti,Foreign,2018,male,1995.0,mixed,mixed
XXXTENTACION,$$$,2018,male,1998.0,mixed,mixed
Johnny Orlando,What If,2018,male,2003.0,mixed,mixed
Mike Bahía,Esta Noche,2018,male,1987.0,mixed,mixed
Tyler Childers,Shake the Frost,2018,male,1991.0,mixed,mixed
NATTI NATASHA,Amantes de una Noche,2018,female,1986.0,mixed,mixed
Carlos Rivera,Me Muero,2018,male,1986.0,mixed,mixed
Morgan Wallen,If I Know Me,2018,male,1993.0,mixed,mixed
Joyner Lucas,Stranger Things,2018,male,1988.0,mixed,mixed
Paulo Londra,Dímelo,2018,male,1998.0,mixed,mixed
Maluma,Marinero,2018,male,1994.0,mixed,mixed
Lauv,Superhero,2018,male,1994.0,mixed,mixed
Luke Combs,Dive,2018,male,1990.0,mixed,mixed
Kacey Musgraves,Butterflies,2018,female,1988.0,mixed,mixed
Alina Baraz,Floating,2018,female,1993.0,mixed,mixed
Meghan Trainor,No Excuses,2018,female,1993.0,mixed,mixed
Jay Rock,Wow Freestyle,2018,male,1985.0,mixed,mixed
C. Tangana,Booty,2018,male,1990.0,mixed,mixed
Bad Bunny,Como Antes,2018,male,1994.0,mixed,mixed
Nicki Minaj,Barbie Dreams,2018,female,1982.0,mixed,mixed
Tory Lanez,TAlk tO Me,2018,female,1992.0,mixed,mixed
Capital Bra,Neymar,2018,male,1994.0,mixed,mixed
J. Cole,1985,2018,male,1985.0,mixed,mixed
Jason Mraz,Have It All,2018,male,1977.0,mixed,mixed
Nicki Minaj,Barbie Tingz,2018,female,1982.0,mixed,mixed
Jess Glynne,One Touch,2018,female,1989.0,mixed,mixed
Joji,ATTENTION,2018,male,1992.0,upper,uniform
Meek Mill,Dangerous,2018,male,1987.0,mixed,mixed
J Balvin,Ahora,2018,male,1985.0,mixed,mixed
Lomepal,Trop beau,2018,male,1991.0,mixed,mixed
Charlie Puth,The Way I Am,2018,male,1991.0,mixed,mixed
Kiana Ledé,EX,2018,female,1997.0,upper,uniform
Luke Combs,Must've Never Met You,2018,male,1990.0,mixed,mixed
J. Cole,Motiv8,2018,male,1985.0,mixed,mixed
Summer Cem,Tamam Tamam,2018,female,1983.0,mixed,mixed
Drake,Elevate,2018,male,1986.0,mixed,mixed
Mitski,A Pearl,2018,female,1990.0,mixed,mixed
Kany García,Para Siempre,2018,female,1982.0,mixed,mixed
Noisestorm,Crab Rave,2018,male,1995.0,mixed,mixed
Polo G,Neva Cared,2018,male,1999.0,mixed,mixed
Pamungkas,One Only,2018,male,1993.0,mixed,mixed
Cavetown,Lemon Boy,2018,male,1998.0,mixed,mixed
KHEA,Cómo Le Digo,2018,male,2000.0,mixed,mixed
Bad Bunny,Cuando Perriabas,2018,male,1994.0,mixed,mixed
Frank Ocean,Moon River,2018,male,1987.0,mixed,mixed
Doja Cat,Wine Pon You,2018,female,1995.0,mixed,mixed
Ava Max,Not Your Barbie Girl,2018,female,1994.0,mixed,mixed
Luke Combs,"Houston, We Got a Problem",2018,male,1990.0,mixed,mixed
Gustavo Mioto,Solteiro Não Trai,2018,male,1997.0,mixed,mixed
21 Savage,all my friends,2018,male,1992.0,lower,uniform
2 Chainz,Bigger Than You,2018,male,1977.0,mixed,mixed
El Alfa,Suave,2018,male,1990.0,mixed,mixed
